Queue ID,Company Name,Segment,Tier,Location,Decision Maker,Role,Email,Phone,LinkedIn,Scale,Fit,Pain,Angle,Source,Status,Usability Status,Priority Score,Channel,Language,English Confidence,Phone Allowed,Text Outreach Ready,DM Verification,Email Verification,Email Source,From Address,Sender Readiness,Automation Stage,Automation Blocker,Send Batch,Send Approved,Subject EN,Subject HU,Follow-up Due,Sent At,Reply Status,Thread ID,Next Action,First Message EN,First Message HU,First Message,Follow Up 1,Notes
CEEFM-C-055,SRS-Budapest,Student accommodation network,Tier 3,Multi-district,Martina,Owner,martina@srs-budapest.hu,+36 20 473 8128,Not found,Multi-property since 2005,Multi-property since 2005 direct contact,Family op cleaning in-house scaling pain,Outsource cleaning pitch,elte.hu,Send now,Needs verification,12,Email,EN+HU,Medium,No,No,Named in source workbook,Unverified direct-looking,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Hold,email unverified direct-looking,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Email + WhatsApp Martina,"Hi Martina, I noticed SRS-Budapest and the likely operations pressure around Family op cleaning in-house scaling pain. CEEFM helps Budapest operators simplify FM delivery through Outsource cleaning pitch. Worth a quick call?","Szia Martina, a(z) SRS-Budapest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi Martina, I noticed SRS-Budapest and the likely operations pressure around Family op cleaning in-house scaling pain. CEEFM helps Budapest operators simplify FM delivery through Outsource cleaning pitch. Worth a quick call?

---

Szia Martina, a(z) SRS-Budapest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-046,At-Home Budapest Network Ltd,Premium property rental,Tier 2,Multi-district,Not found,Director,Not found,Not found,Not found,Diplomats + executives,Premium property for diplomats,Diplomatic clients highest cleaning standard,Diplomatic-grade cleaning pitch,hu.usembassy.gov,Find contact,Find verified decision maker,11,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-032,Property Market Kft (Marina Bay),Luxury developer + management,Tier 2,XIII (Marina Bay),Not found,Operations Manager,Not found,Not found,Not found,Marina Bay + Roosevelt towers,Premium new-builds foreign capital multiple buildings,Asset value preservation cleaning quality,Asset value preservation angle,Not found,Find contact,Find verified decision maker,11,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,LinkedIn search ops,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-043,Több Mint 1 Közös Képviselő,HOA representation,Tier 2,BP,Not found,Founder,Not found,Not found,Not found,Multiple buildings,Modern boutique tech-forward branding,Modern brand receptive to modern partner,Modern partnership pitch,yoys.hu,Find contact,Find verified decision maker,11,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Email outreach,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-020,7Seasons Apartments,Boutique aparthotel,Tier 1,VI (Király 8),Not found,Owner,info@7seasonsapartments.com,Not found,Not found,1 property,Single boutique property,Single site premium positioning,Premium positioning pitch,thebudapesthotels.net,Qualify then send,Text only - generic inbox,11,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Lower priority,"Hi there, 7Seasons Apartments looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?","Üdvözlöm, a(z) 7Seasons Apartments típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, 7Seasons Apartments looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?

---

Üdvözlöm, a(z) 7Seasons Apartments típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-010,Hock Residence,Modern aparthotel,Tier 1,VIII (near Keleti),Not found,Owner / GM,info@hockresidence.com,Not found,Not found,1 confirmed (built 2024),Brand new 2024 build vendor stack being defined,Setup phase window open,Setup-phase pitch - clean from day one,cozycozy.com,Qualify then send,Text only - generic inbox,11,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email re: post-launch ops,"Hi there, Hock Residence looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?","Üdvözlöm, a(z) Hock Residence típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, Hock Residence looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?

---

Üdvözlöm, a(z) Hock Residence típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-014,City Home Budapest,Aparthotel,Tier 1,VII,Not found,Owner,info@cityhomebudapest.com,Not found,Not found,1-2 properties,Family-friendly aparthotel,Lower-volume single property,Premium family pitch,budapest-hotel.net,Research first,Research before outreach,11,Email,EN+HU,Medium,No,No,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Hold,email generic only; research first,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Park unless they expand,"Hi there, City Home Budapest looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?","Üdvözlöm, a(z) City Home Budapest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, City Home Budapest looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?

---

Üdvözlöm, a(z) City Home Budapest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-034,Managerent Kft,Property management for investors,Tier 2,XIII (Váci 22-24),Judit Szelevényi,Managing Director,info@managerent.hu,+36 1 877 6200,hu.linkedin.com/in/judit-szelevényi-08b9b1b,Multi-property since 2004,"Established 2004 multilingual (EN, DE, HU)",Investor properties predictable monthly costs,Investor-friendly contracts pitch,managerent.hu,Send now,English text-ready,11,LinkedIn,EN+HU,Low,No,Yes,Named in source workbook,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not relevant - manual LinkedIn,Manual LinkedIn step,,Batch 1 - manual LinkedIn,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Send reviewed LinkedIn DM or HU email,"Hi Judit, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?","Szia Judit, a(z) Managerent Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi Judit, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?

---

Szia Judit, a(z) Managerent Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",Council reviewed. Property management for investors.
CEEFM-C-050,RonSel Társasház-Ingatlankezelő Kft,HOA + property management,Tier 2,BP / Balaton,Kis Szilárd,MD,kisszilard@icloud.com,+36 30 128 8767,Not found,Multi-property,AA+ credit rating reliable partner,Smaller operator likely outsources,Reliability + outsource pitch,companywall.hu,Send now,Needs verification,11,Email,EN+HU,Low,No,No,Named in source workbook,Unverified direct-looking,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Hold,email unverified direct-looking,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Email Kis Szilárd,"Hi Kis, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?","Szia Kis, a(z) RonSel Társasház-Ingatlankezelő Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi Kis, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?

---

Szia Kis, a(z) RonSel Társasház-Ingatlankezelő Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-038,Társasház-Management Kft,HOA + property management,Tier 2,BP,Gábor Gerbner,Owner and Managing Director,iroda@tarsashazmanagement.hu,Not found,hu.linkedin.com/in/gábor-gerbner-18996775,Multi-building since 2011,Since 2011 lakopark + lakásszövetkezet,Multi-building cleaning subcontract opportunity,Hungarian cleaning subcontract email,ingatlanturul.eu,Send now,English text-ready,11,LinkedIn,EN+HU,Low,No,Yes,Named in source workbook,Unverified direct-looking,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not relevant - manual LinkedIn,Manual LinkedIn step,,Batch 1 - manual LinkedIn,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Send reviewed LinkedIn DM or HU email,"Hi Gábor, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?","Szia Gábor, a(z) Társasház-Management Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi Gábor, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?

---

Szia Gábor, a(z) Társasház-Management Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",Council reviewed. HOA and property management.
CEEFM-C-033,Tower International Kft,Property management + rental + renovation,Tier 2,Multi-district,Tamas Piros,Property Management Director,info@towerbudapest.com,Not found,Not found,200+ renovations dozen rentals/month,20+ years multi-district reach,Distributed apartments cleaning logistics complex,Distributed cleaning standardisation,towerbudapest.com,Text only - generic inbox,Text only - generic inbox,11,Email,EN+HU,High,Only after text reply,Yes,Named in source workbook,Generic - confirmed,Wave 1 enriched sheet / Firecrawl,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic - confirmed,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Email Dávid Kirschner,"Hi Tamas, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?","Szia Tamas, a(z) Tower International Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi Tamas, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?

---

Szia Tamas, a(z) Tower International Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",Wave 1 says generic email confirmed. Direct format tamas.piros@towerbudapest.com is unverified.
CEEFM-C-025,Emerald Downtown Luxury Suites,Luxury suites,Tier 1,V,Not found,GM,Not found,Not found,Not found,29 rooms,Sister property to Continental Group,Same caution as Continental,Check Continental relationship first,myaparthotel.com,Find contact,Find verified decision maker,10,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,INVESTIGATE - same as Continental Group,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-030,Heritage Home Apartments,Aparthotel heritage building,Tier 1,VII,Not found,Owner,Not found,Not found,Not found,Multi-unit,Heritage-building aparthotel,Heritage building specialty cleaning materials,Heritage-grade preservation pitch,tripadvisor.com,Find contact,Find verified decision maker,10,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-026,Maroon & Moss Residence,Aparthotel,Tier 1,IX (Ferencvaros),Not found,Owner / GM,Not found,Not found,Not found,41 rooms,41-room recently renovated,Post-renovation operational refresh,Post-renovation operational reset pitch,myaparthotel.com,Find contact,Find verified decision maker,10,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-052,Dean's Home Budapest,Private dormitory + hostel hybrid,Tier 3,Central Pest,Not found,Owner,info@deansbudapest.com,Not found,Not found,80+ beds,Hybrid student + traveller daily public-area cleaning,Year-round hybrid cleaning need,Year-round consistency pitch,deansbudapest.com,Qualify then send,Text only - generic inbox,10,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Email outreach,"Hi there, Dean's Home Budapest looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?","Üdvözlöm, a(z) Dean's Home Budapest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, Dean's Home Budapest looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?

---

Üdvözlöm, a(z) Dean's Home Budapest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-058,Diaklakas (Palotanegyed Apartments),Private dormitory,Tier 3,VIII (Palace District),Not found,Owner,info@diaklakas.hu,Not found,Not found,Multi-property,Palace District specialist multi-property,Multi-property cleaning standardisation,Palace District multi-property pitch,diaklakas.hu,Qualify then send,Text only - generic inbox,10,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Email outreach,"Hi there, I noticed Diaklakas (Palotanegyed Apartments) and the likely operations pressure around Multi-property cleaning standardisation. CEEFM helps Budapest operators simplify FM delivery through Palace District multi-property pitch. Worth a quick call?","Üdvözlöm, a(z) Diaklakas (Palotanegyed Apartments) típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, I noticed Diaklakas (Palotanegyed Apartments) and the likely operations pressure around Multi-property cleaning standardisation. CEEFM helps Budapest operators simplify FM delivery through Palace District multi-property pitch. Worth a quick call?

---

Üdvözlöm, a(z) Diaklakas (Palotanegyed Apartments) típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-059,MP Hostel Budapest,Hostel + flex student,Tier 3,near Blaha Lujza,Not found,Owner,info@mphostel.com,Not found,Not found,80+ beds,Hybrid hostel + semester rentals,High turnover constant cleaning,High-turnover pitch,imt.bme.hu,Qualify then send,Text only - generic inbox,10,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Hi there, MP Hostel Budapest looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?","Üdvözlöm, a(z) MP Hostel Budapest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, MP Hostel Budapest looks like the kind of Budapest operator where guest turnover, cleaning reliability, and maintenance handoffs can decide review quality during peak season. We work with CEEFM to consolidate FM under one local provider. Worth a 15-minute call?

---

Üdvözlöm, a(z) MP Hostel Budapest típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-051,Móricz Student Living,Private dormitory PBSA,Tier 3,Buda side,Not found,Founder / GM,info@moriczliving.com,Not found,Not found,150+ beds,Modern PBSA premium amenities fire-safety conscious,Seasonal turnover June-Sept deep clean,Seasonal deep-clean pitch,moriczliving.com,Qualify then send,Text only - generic inbox,10,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Email outreach,"Hi there, I noticed Móricz Student Living and the likely operations pressure around Seasonal turnover June-Sept deep clean. CEEFM helps Budapest operators simplify FM delivery through Seasonal deep-clean pitch. Worth a quick call?","Üdvözlöm, a(z) Móricz Student Living típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, I noticed Móricz Student Living and the likely operations pressure around Seasonal turnover June-Sept deep clean. CEEFM helps Budapest operators simplify FM delivery through Seasonal deep-clean pitch. Worth a quick call?

---

Üdvözlöm, a(z) Móricz Student Living típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-060,Blaha House / Corvin House dorm chain,Private dormitory girls-only chain,Tier 3,Near Blaha + Corvin,Not found,Owner,Not found,Not found,Not found,Multiple dorms one owner,Single owner with multiple dorms,Consolidation opportunity,Chain consolidation pitch,imt.bme.hu,Find contact,Find verified decision maker,9,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Identify operator entity,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-056,Dorm Nest,Private dormitory,Tier 3,XIII,Not found,Owner,Not found,Not found,Not found,150+ beds,New brand 20yr team experience,New brand setting ops now,Setup-phase pitch,elte.hu,Find contact,Find verified decision maker,9,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-039,BB Társasház és Ingatlankezelő Kft,HOA + accounting,Tier 2,BP,Not found,MD,info@bb-tarsashaz.hu,Not found,Not found,Multi-building,Accounting + legal + ops combined,Cleaning currently subcontracted quality variance,Quality-consistency pitch,bb-tarsashaz.hu,Qualify then send,Text only - generic inbox,9,Email,EN+HU,Low,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,Cleaning and maintenance support for managed properties,Takarítási és karbantartási támogatás kezelt ingatlanokhoz,,,,,Hungarian email,"Hi there, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?","Üdvözlöm, a(z) BB Társasház és Ingatlankezelő Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, managing distributed properties means owner trust depends on vendors showing up consistently. CEEFM helps Budapest property managers replace ad hoc cleaning and maintenance with one accountable FM contract. Worth a 15-minute call?

---

Üdvözlöm, a(z) BB Társasház és Ingatlankezelő Kft típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
