relative_path,bytes,sha256,classification,target,disposition,provenance_rule
research/prospect-operations/review/packets/2026-08-05-batch-01-approval-review.md,18292,33929d0bbe42b504aca2b7eefdddb123665eae58d16e11895aebef6746232afc,approval packet,approvals,IMPORT_RECONCILED,"preserve source path, SHA-256, source URL/date fields, and original status"
research/prospect-operations/review/prospect-review-events.jsonl,4858,d7a7f0591331fb67d4c1973a305c167f6e5d5b962a273d9b3a21db23f3e46150,automation/scheduling,control,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
research/prospect-operations/review/prospect-review-state.json,75288,36be22a3df044d6c083af495adc81d0b6e73d38f09f827abf49e23f814159903,canonical prospect data,control,IMPORT_RECONCILED,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-appinio-live-test/01-qualification.yaml,3825,f7a844fa82d22901ce58199bc365093e9aa2575e9166ef8f51fc9b6a7629f302,qualification,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-appinio-live-test/02-route-plan.yaml,3650,9b91f197cc21f4de84b8b978a4de987d159e7b89a54ba4a6cc62e46ab8b56a35,routing,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-appinio-live-test/02-route-validation.json,819,e7aa658a35e8a5166948320deb94b2555598010faf9f49cc811f1248c2bad012,routing,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-appinio-live-test/03-appinio-revenue-system-decision-snapshot.md,4264,719acb7c301f9dd973f0ed934fbe09cb610b661bd1565aef8eeeb8e2ff924e94,diagnostic selection,opportunities,IMPORT_RECONCILED,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-appinio-live-test/04-outreach-drafts.md,3319,19709d2586546988bb99ae4bdbd4f357763d7bf59537ae755f058ec2fa3e7dca,outreach preparation,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-appinio-live-test/05-execution-handoff.md,3479,3f379d0e60d680dd4af561938f66f15dfe129c95308c70b71d1bf787d85d479f,outreach preparation,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-appinio-live-test/Appinio-Revenue-System-Decision-Snapshot-2026-08-01.pdf,127797,176ca56e640f7e0a9ad7af4c76dc179ece9db7fee2ccaeec99ae19a6c3da696b,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-appinio-live-test/preview-1.png,79878,a87bf09bf84682f1c749c55c2e5bb40f5337a1107f45acb18a95bcd746ffdb31,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-appinio-live-test/preview-2.png,293599,501f603cbbd52da8faed5520e1a08981fb96c706408b891ba015590cf92f84b8,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-appinio-live-test/preview-3.png,140993,ca8c13a77160b3e893c4848358cf4ef2d6329758b7505346bb6cf53aa7521afe,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/BridgeWorks-Silver-Lining-Demand-Conversion-Audit-2026-08-01.pdf,121837,b78f495ab29cb9e95f5c8a3cab42709d78b169a82a3628057c81813193ee69c0,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/evidence/contact-page.png,442101,95c3dbe1d8e9a05ea099fd486c9f70749ed2155706aeb7e3b1a42c30011e0f42,research evidence,evidence,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/evidence/homepage.png,271410,ffe9de8e5f9c57a58f24dae873c2f75a8d5746b6c2c506864ce0f55f368bb65a,research evidence,evidence,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/cover-final.png,82714,5018f2534ee73cf72f75a72ce724fb1508bd6f9d4acac385b9aa08dcaca719fb,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-01.png,82572,02ce2df476f854f8204615d3f13c453a2f3e2aa88c3ae31af60bfa4594b9e4f1,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-02.png,263786,f48f787ec1fc98b27504f3fbdcbf011195efcb9eb36908a1bd322c10eb3f32b1,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-03.png,206975,5cfe6b311e0a30bba8e8751e80b0b6396ba921883599cd5d8d5ca1d301c115a1,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-04.png,186204,16ebf28519d585dcdabd009494be72e728213043e1f527b477574633d42e11f2,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-05.png,217653,24a5856e84f1b4c9c93e0be1b1ddbe6dce121da3c2de37425584c2c1f987ec04,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-06.png,170424,dae2b4bd7f7f1394af94903d1fdd3fdb30ef7b874db6fe52849279fafed2d7c1,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-07.png,175883,9c5725aaefeddf68c0980af7db46f01697ddec416cc45dcab978d0a225338f64,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-08.png,182537,dbe273cc541c7321d3c06f3e69ce0b4434052ca142c4115dc5932a5b4bf19343,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-09.png,229761,fa4c1578ddf06b53600922a3f44566f8c3f5d84cb61d1f5aad81237cdf7e0e7d,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-10.png,209863,6e3171177611f9b14abaf3ba11eb2ea016e48e8a954ca2ff1fc1de374237761e,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-11.png,137433,607f4db1b303bfbe32424c435cf70c3e5d3a13156d7ce1d474fd4d50647cb531,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-12.png,187391,9dd32217b832208ac631b0216d6f01a30ffa1d72cd207968e4f70e2810d255b1,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-13.png,223000,243da6efbf4ab714398f0426aa9a5162ba9182340f06112dba89ff89bf49d751,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-14.png,198466,e9c7dc1e4c85660d84071075a2e072788d4d152afe15a6c0c9d8847df22c6069,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/pdf-render/page-15.png,122010,ed20914348f579f33f18d492616b0bbd18cd1249886b8ccaf32e9cd20ed8b93a,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/RUN-REPORT.md,5478,a78047dc24cc133704f6e3fd590c36fed56b9ca45c4a8760e85eccdb0fd89e73,reporting,learning,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-01-silver-lining-live-test/SILVER-LINING-DEMAND-CONVERSION-AUDIT.md,23762,15b24d1d946ac55cdfeeb23145ad7ffa9e07da6443b0849a8671365a8ba65f69,diagnostic selection,opportunities,IMPORT_RECONCILED,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/00-test-contract.md,1331,8f57f9e9ab56be4caba32c4df6142f531d5345b2054750ae8c3b5213d76c8030,reporting,learning,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/01-qualification-input.json,305,80484bcc0e71906a7e1cdef340474559fe4bd8e6fee651ec7342d73cb944a1e1,qualification,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/01-qualification.yaml,3788,00282c14655edbdffba68fe1c5368074a45a6510fd525e5cf6a27efb83818267,qualification,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/02-route-plan.yaml,3976,453141186103085281f3d37104d286c2eeb2ae84f24f40270fa923ad307670ce,routing,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/02-route-validation.json,904,d7c58208f0d5131e1eeb033ca4afdde5f74f69412a917844551524c6e8f03c1b,routing,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/03-bridgeworks-prospect-to-proof-control-loop.md,4234,dc3772f5bbd3b9464ea0d5bb50019183185d56783c3699d3679611d8203f9743,reporting,learning,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/04-dogfood-findings.md,4187,104a81a26c9e0c81a451561105c8d25bd3ef2b4c1a356edeffde73bd1940e5ee,reporting,learning,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/05-execution-handoff.md,2847,6bd887c3cd21254b5758de0b2e479ef114beb14e382bf6550404c37acb30e50b,outreach preparation,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/BridgeWorks-Prospect-to-Proof-Control-Loop-2026-08-02.pdf,127032,f97578cd0c41b1151f74151ebdc51d50c9d420d144bf02e0f9beba4880de0812,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/pdf-text.txt,4347,a3257307277d6ec49435ec89cc78d9ce3a435af3c4d82663319efa1df9bf3df6,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/preview-1.png,63783,d9f26ee459e4d47494c80b012de46656678f7ce1a828a6c5784e9a2bc2d3b5bb,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/preview-2.png,178686,8361be1c1907a477d39a1e581edba9ca203657c8aceddabdfcd6af0c44acf51e,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/2026-08-02-bridgeworks-dogfood/preview-3.png,221444,23bc83ea6f288a0ed3e98111fb7e3ceaee08c8d42665830d5ac50cd952e16175,generated/transient output,learning,REGENERATE_DERIVATIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/BW-AO-20260723-1439-001.md,2483,9c01ebe49e9c35c97247f8d247136b5566ac841f8c07707bd9e5d58a7a3fb131,historical artifact,learning,LEARNING_ARCHIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/BW-AO-20260723-dry-run-002.md,2993,d3d410e4320cf19845dc2d47da26443ad84887fef49f0a74c8e63d9db492cbb8,historical artifact,learning,LEARNING_ARCHIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
runs/BW-AO-20260724-activation-001.md,2485,0d541da74aede287fd603c582b5814cb0c28351adfa8b72bc08bd914bafd9246,historical artifact,learning,LEARNING_ARCHIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
SALES-ACQUISITION-SYSTEM-2026-08-01.md,10694,ce0caf7d39537f3c95abf76f5934f8668105fcc0e333ae51c99a3c06e497826c,market/ICP logic,acquisition,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
SALES-TOOL-EXECUTION-MAP-2026-08-01.md,5147,e8800815d3db71a839ecf4949727b73093336170b4d38317153584d0ce7aa4f1,routing,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
sales/DISCOVERY-CALL-BRIEF-TEMPLATE-2026.md,3678,c2565fc876769908fabebd9a1a84ce0aefce3833b522d15cb7f238f419a9719c,outreach preparation,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
sales/REPLY-TO-PROPOSAL-PLAYBOOK-2026-07-14.md,8956,86cca26a4d79495e4c508662b9abbbe955d123b2d20110b8b223688a6a82e8a5,outreach preparation,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
scans/AI-VISIBILITY-MINI-SCAN-TEMPLATE.md,1293,77b873cefd890dae7c4c79e5e9c45a2cbfb5b439b543f8b24b869aabb9884472,diagnostic selection,opportunities,IMPORT_RECONCILED,"preserve source path, SHA-256, source URL/date fields, and original status"
scans/dental-de-classique-mini-scan-2026-07-14.md,3513,9d1ca323475f92e01a6edf56b1be1015019e4a7d627928a7b6508910a729244d,research evidence,evidence,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
scans/moso-agency-mini-scan-2026-07-14.md,3359,7356c63b94c8d6e3964a913f2acb2dfee7a81c2c80c044a2ef453ec6a48b459c,research evidence,evidence,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
scans/nimaz-aesthetic-mini-scan-2026-07-14.md,3093,154f352574d5819b59adea8ff3c653a75a42b2e07fd4111d9ecd4569a3d97881,research evidence,evidence,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
scorecards/WEEKLY-SCORECARD-2026-07-14.md,8574,d9ab4aa869f379191abc51d9a30c00592f2eaa3a0e64e9ec0e1c064af02f7e31,historical artifact,learning,LEARNING_ARCHIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
scorecards/WEEKLY-SCORECARD-TEMPLATE.md,1282,3179f26cd2a6e7cd49395a9d711cc3c609f48f8f862c61f5cfcd999940eddaa2,reporting,learning,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
scripts/outreach_engine.py,16901,7034f412c26ddad4f41e0b32cbebd12f4f844823cd03df9a73b254c746b01698,outreach preparation,adapters,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
scripts/prospect_research_queue.py,23230,94462c22f25c2cca0b9853ede1c6a7dd8ff09edaedab807c9e9bec37644dd9ce,qualification,adapters,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
scripts/prospect_review_queue.py,18178,408a12c4df7628f545d78e5a1bd0358245940367c6382210ae94d4cdcba8fabe,automation/scheduling,adapters,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
scripts/prospect_source_queue.py,7521,f7c266e8c2f6b63961d0b718a9c2e631039665218d2ec2a21013e8eda6e4cdd5,trigger discovery,adapters,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
scripts/render_branded_markdown_pdf.py,14277,049106b0a9d1e8c13351a061177beff7a1c21a7aebe008762bd238b1a82913ac,automation/scheduling,adapters,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
scripts/stage_anonymized_drive_assets.py,25085,de7414d3827a3b886bbe4960ed096946447d758312d599ac56376cd52be43cba,automation/scheduling,adapters,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
scripts/test_outreach_engine.py,2548,16fd8ea4a5364ed8276b1848f8c2ba2138c1f0539ab24ed443a223c4693e65ae,outreach preparation,adapters,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
SERVICE-LINE-PROSPECT-LIST-2026-08-01.csv,12927,e4ba133835da92b6f1056ff09d821520168dea8e37b6b85ed8b8eb466396fe4a,canonical prospect data,acquisition,IMPORT_RECONCILED,"preserve source path, SHA-256, source URL/date fields, and original status"
SERVICE-LINE-SALES-CONTENT-2026-08-01.md,10155,f0d997ae02481ea8de53a13706067a7139ed6584407e8cf4a89847d57aef42b2,market/ICP logic,acquisition,KEEP_SOURCE,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-ai-workflow-scan/agents/openai.yaml,303,095965b10c1651385d721501aa0eec3751065967c85181d3ccc36dc031c942d4,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-ai-workflow-scan/references/one-page-template.md,1966,5e491ebfd52f31f574213d975292df89c4b558218595e77a3a957cf0948804b6,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-ai-workflow-scan/SKILL.md,6130,76144eacdf4c7a1557eec26639f55f76802afaed9e51c6fc584c0330d35f70f6,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-geo-prospect-scan/agents/openai.yaml,265,3a293a8206723a9e08a2b6165f789ff39492785eb9622bc4c4ec1402d7e1172e,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-geo-prospect-scan/references/one-page-template.md,2579,6106ec29511a896f1340b20136a733a4fd3a0509152a2b5f6217d2d1d77011ed,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-geo-prospect-scan/SKILL.md,4783,dc2c6a444d7c61fd6885f2d1d7ad4bf6f44d05929cce600cf0b4304720f69687,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-lead-qualifier/agents/openai.yaml,241,78c2951a5519aa7c42b59d5ae1ee35a42f2fd57c0ba903b0823f4df50315dabc,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-lead-qualifier/references/qualification-rubric.md,2977,7c7ec85a8a5c6e6040692dd444a1cc3c1eb97f0f7074e9a3e7db518965564b08,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-lead-qualifier/scripts/score_prospect.py,3558,d1e21340a1a3e704293ff6017176564992d5d339e6526e3b55cc060b193eaed3,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-lead-qualifier/scripts/test_score_prospect.py,1647,60edb7ddcbb2291246d25ac9f6ccc9f4f37173267f7958aa9c7e7696afadfc25,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-lead-qualifier/SKILL.md,4013,ae83c904e5c5fb776663d38f0ffe263758440562caf0855432d69167b9094f67,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-prospect-router/agents/openai.yaml,274,798082a95d9ceba709a4ebabd6997d80320bded68c1b9a9a11e68d35efa155ac,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-prospect-router/references/capability-registry.md,5326,2f36144835c03383a31c0420a8ed52e45f36b6af5996509ca6c7de2bd7864eec,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-prospect-router/scripts/test_validate_route.py,1273,8bab5aa68c475cbe90e57d4c8d9f222b3ca7d7d6c4b7bab1f19440c729859064,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-prospect-router/scripts/validate_route.py,3108,4c514c325844b7fa952c8d2ef7782426917c96f2edb2d7dca574944db06f58cc,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-prospect-router/SKILL.md,5993,58096af330fb501221decace04a921265dfcaa093b7ef605507b9ed2451038b2,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-revenue-system-scan/agents/openai.yaml,287,dd55bc5a062d681483e690253cea1e98f4e77c9d53540299a6054fdef524b69b,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-revenue-system-scan/references/one-page-template.md,1930,e1f5e2f66356846efd4075ea8573cf5123b1590afbc3cfa5744a5716c6c4b7b6,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
skill-repair-staging/bridgeworks-revenue-system-scan/SKILL.md,5758,c339d2e5a81f564d7834aa335182753928985fc8b7c68ba1b10b74131946467c,duplicate,learning,DUPLICATE_INSTALLED,"preserve source path, SHA-256, source URL/date fields, and original status"
templates/SME-DIGITAL-FOUNDATION-PROPOSAL-TEMPLATE-2026.md,5635,31b7383c5c31b83abfe5a00ca7d82e4bb2754a0ddde21e56417f60605a5d9f9b,outreach preparation,opportunities,SUPERSEDED_AFTER_MIGRATION,"preserve source path, SHA-256, source URL/date fields, and original status"
TWO-WEEK-EXECUTION-RUN-SHEET-2026-07-14.md,5884,23b0448c37561ca5d638de9de67d7237ab01593377187d6f29a8da1602211437,historical artifact,learning,LEARNING_ARCHIVE,"preserve source path, SHA-256, source URL/date fields, and original status"
